背番号,選手名,守備,生年月日,年齢,プロ年数,身長,体重,血液型,投打,出身地,推定年俸(万円),2019年所属球団,生年年,生年月,生年日,選手名_球団,選手名_生年月日,出場試合数,出身地域,出身校,高・大フラグ,オリックス,ソフトバンク,ヤクルト,ロッテ,中日,巨人,広島,日ハム,楽天,横浜,西武,阪神,直近10年間月間MVP受賞回数,直近10年間GG受賞回数,最大所属年数,最大所属年数球団,ネックレス太さ,目的変数_ネックレス装着フラグ,外国人フラグ,育成,2019年セパフラグ,最大所属年数球団_adj
144,メナ,投手,1993-12-06,25,1,187,88,不明,右右,ドミニカ共和国,230,広島,1993,12,6,メナ_広島,メナ_1993-12-06,0.0,ドミニカ共和国,ＡＰＥＣ高,高校,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,広島,0.0,0.0,国外,育成,セリーグ,広島
0,藤井亮太,内野手,1988-09-30,31,6,176,73,A型,右左,兵庫,1300,ヤクルト,1988,9,30,藤井亮太_ヤクルト,藤井亮太_1988-09-30,6.0,近畿,東海大海洋学部,大学,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
0,奥村展征,内野手,1995-05-26,24,6,178,76,O型,右左,滋賀,950,ヤクルト,1995,5,26,奥村展征_ヤクルト,奥村展征_1995-05-26,74.0,近畿,日大山形高,高校,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
1,山田哲人,内野手,1992-07-16,27,9,180,76,O型,右右,兵庫,43000,ヤクルト,1992,7,16,山田哲人_ヤクルト,山田哲人_1992-07-16,142.0,近畿,履正社高,高校,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
2,大引啓次,内野手,1984-06-29,35,13,178,84,A型,右右,大阪,3600,ヤクルト,1984,6,29,大引啓次_ヤクルト,大引啓次_1984-06-29,70.0,近畿,法大,大学,4.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
3,西浦直亨,内野手,1991-04-11,28,6,178,75,B型,右右,奈良,3600,ヤクルト,1991,4,11,西浦直亨_ヤクルト,西浦直亨_1991-04-11,44.0,近畿,法大,大学,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
4,バレンティン,外野手,1984-07-02,35,9,185,100,不明,右右,アンティル,44000,ヤクルト,1984,7,2,バレンティン_ヤクルト,バレンティン_1984-07-02,120.0,アンティル,セントポールコーリション高,高校,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ヤクルト,0.0,0.0,国外,0,セリーグ,ヤクルト
5,川端慎吾,内野手,1987-10-16,32,14,185,86,O型,右左,大阪,14000,ヤクルト,1987,10,16,川端慎吾_ヤクルト,川端慎吾_1987-10-16,37.0,近畿,市和歌山商高,高校,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
8,中山翔太,外野手,1996-09-22,23,1,185,95,A型,右右,大阪,1300,ヤクルト,1996,9,22,中山翔太_ヤクルト,中山翔太_1996-09-22,35.0,近畿,法大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
9,塩見泰隆,外野手,1993-06-12,26,2,179,76,B型,右右,神奈川,950,ヤクルト,1993,6,12,塩見泰隆_ヤクルト,塩見泰隆_1993-06-12,45.0,関東,帝京大,大学,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
10,荒木貴裕,内野手,1987-07-26,32,10,180,84,AB型,右右,富山,2300,ヤクルト,1987,7,26,荒木貴裕_ヤクルト,荒木貴裕_1987-07-26,93.0,北信越,近大,大学,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
12,石山泰稚,投手,1988-09-01,31,7,182,75,A型,右右,秋田,10000,ヤクルト,1988,9,1,石山泰稚_ヤクルト,石山泰稚_1988-09-01,34.0,東北,東北福祉大,大学,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
13,中尾輝,投手,1994-09-14,25,3,180,83,B型,左左,愛知,2000,ヤクルト,1994,9,14,中尾輝_ヤクルト,中尾輝_1994-09-14,12.0,東海,名古屋経大,大学,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
14,高梨裕稔,投手,1991-06-05,28,6,187,90,B型,右右,千葉,3600,ヤクルト,1991,6,5,高梨裕稔_ヤクルト,高梨裕稔_1991-06-05,21.0,関東,山梨学院大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,日ハム,0.0,0.0,国内,0,セリーグ,日ハム
15,大下佑馬,投手,1992-07-06,27,2,179,83,O型,右左,広島,1500,ヤクルト,1992,7,6,大下佑馬_ヤクルト,大下佑馬_1992-07-06,31.0,中国,亜大,大学,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
16,原樹理,投手,1993-07-19,26,4,180,79,A型,右右,兵庫,4000,ヤクルト,1993,7,19,原樹理_ヤクルト,原樹理_1993-07-19,12.0,近畿,東洋大,大学,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
17,清水昇,投手,1996-10-15,23,1,180,84,A型,右左,東京,1400,ヤクルト,1996,10,15,清水昇_ヤクルト,清水昇_1996-10-15,11.0,東京,国学院大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
18,寺島成輝,投手,1998-07-30,21,3,183,90,O型,左左,大阪,1100,ヤクルト,1998,7,30,寺島成輝_ヤクルト,寺島成輝_1998-07-30,3.0,近畿,履正社高,高校,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
19,石川雅規,投手,1980-01-22,39,18,167,73,A型,左左,秋田,9500,ヤクルト,1980,1,22,石川雅規_ヤクルト,石川雅規_1980-01-22,23.0,東北,青学大,大学,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
20,近藤一樹,投手,1983-07-08,36,18,183,80,A型,右右,神奈川,6000,ヤクルト,1983,7,8,近藤一樹_ヤクルト,近藤一樹_1983-07-08,59.0,関東,日大三高,高校,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,オリックス,0.0,0.0,国内,0,セリーグ,オリックス
22,蔵本治孝,投手,1995-05-16,24,2,185,95,B型,右右,兵庫,750,ヤクルト,1995,5,16,蔵本治孝_ヤクルト,蔵本治孝_1995-05-16,8.0,近畿,岡山商大,大学,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
23,青木宣親,外野手,1982-01-05,37,10,175,80,A型,右左,宮崎,33000,ヤクルト,1982,1,5,青木宣親_ヤクルト,青木宣親_1982-01-05,134.0,九州,早大,大学,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
24,星知弥,投手,1994-04-15,25,3,183,78,O型,右右,栃木,1900,ヤクルト,1994,4,15,星知弥_ヤクルト,星知弥_1994-04-15,10.0,関東,明大,大学,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
25,館山昌平,投手,1981-03-17,38,17,181,98,O型,右右,神奈川,2400,ヤクルト,1981,3,17,館山昌平_ヤクルト,館山昌平_1981-03-17,2.0,関東,日大,大学,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
26,坂本光士郎,投手,1994-09-09,25,1,179,75,B型,左左,広島,900,ヤクルト,1994,9,9,坂本光士郎_ヤクルト,坂本光士郎_1994-09-09,19.0,中国,日本文理大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
28,ブキャナン,投手,1989-05-11,30,3,191,90,不明,右右,アメリカ,27500,ヤクルト,1989,5,11,ブキャナン_ヤクルト,ブキャナン_1989-05-11,18.0,アメリカ,ジョージア州立大,大学,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ヤクルト,0.0,0.0,国外,0,セリーグ,ヤクルト
29,小川泰弘,投手,1990-05-16,29,7,171,80,A型,右右,愛知,9200,ヤクルト,1990,5,16,小川泰弘_ヤクルト,小川泰弘_1990-05-16,26.0,東海,創価大,大学,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
30,西田明央,捕手,1992-04-28,27,9,178,83,AB型,右右,京都,1300,ヤクルト,1992,4,28,西田明央_ヤクルト,西田明央_1992-04-28,47.0,近畿,北照高,高校,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
31,山崎晃大朗,外野手,1993-08-11,26,4,173,68,O型,左左,和歌山,1100,ヤクルト,1993,8,11,山崎晃大朗_ヤクルト,山崎晃大朗_1993-08-11,80.0,近畿,日大,大学,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
32,松本直樹,捕手,1993-10-17,26,2,177,82,A型,右右,香川,850,ヤクルト,1993,10,17,松本直樹_ヤクルト,松本直樹_1993-10-17,33.0,四国,立大,大学,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
33,畠山和洋,内野手,1982-09-13,37,19,180,96,O型,右右,岩手,4000,ヤクルト,1982,9,13,畠山和洋_ヤクルト,畠山和洋_1982-09-13,1.0,東北,専大北上高,高校,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
34,山田大樹,投手,1988-07-30,31,13,189,99,B型,左左,茨城,1300,ヤクルト,1988,7,30,山田大樹_ヤクルト,山田大樹_1988-07-30,14.0,関東,つくば秀英高,高校,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ソフトバンク,0.0,0.0,国内,0,セリーグ,ソフトバンク
35,寺原隼人,投手,1983-10-09,36,18,179,86,A型,右右,宮崎,2200,ヤクルト,1983,10,9,寺原隼人_ヤクルト,寺原隼人_1983-10-09,4.0,九州,日南学園高,高校,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,ソフトバンク,0.0,0.0,国内,0,セリーグ,ソフトバンク
36,廣岡大志,内野手,1997-04-09,22,4,183,81,O型,右右,大阪,870,ヤクルト,1997,4,9,廣岡大志_ヤクルト,廣岡大志_1997-04-09,91.0,近畿,智弁学園高,高校,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
37,マクガフ,投手,1989-10-31,29,1,180,86,不明,右右,アメリカ,5500,ヤクルト,1989,10,31,マクガフ_ヤクルト,マクガフ_1989-10-31,65.0,アメリカ,オレゴン大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国外,0,セリーグ,ヤクルト
38,梅野雄吾,投手,1999-01-13,20,3,175,84,A型,右右,福岡,1100,ヤクルト,1999,1,13,梅野雄吾_ヤクルト,梅野雄吾_1999-01-13,68.0,九州,九州産高,高校,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
39,宮本丈,内野手,1995-04-03,24,2,182,78,B型,右左,大阪,900,ヤクルト,1995,4,3,宮本丈_ヤクルト,宮本丈_1995-04-03,26.0,近畿,奈良学園大,大学,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
40,市川悠太,投手,2001-03-29,18,1,184,75,A型,右右,高知,580,ヤクルト,2001,3,29,市川悠太_ヤクルト,市川悠太_2001-03-29,0.0,四国,明徳義塾高,高校,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
41,雄平,外野手,1984-06-25,35,17,174,83,A型,左左,神奈川,10000,ヤクルト,1984,6,25,雄平_ヤクルト,雄平_1984-06-25,131.0,関東,東北高,高校,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
42,坂口智隆,外野手,1984-07-07,35,17,181,82,O型,右左,兵庫,14000,ヤクルト,1984,7,7,坂口智隆_ヤクルト,坂口智隆_1984-07-07,22.0,近畿,神戸国際大付高,高校,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,オリックス,0.0,0.0,国内,0,セリーグ,オリックス
43,村中恭兵,投手,1987-10-25,31,14,188,88,B型,左左,神奈川,1400,ヤクルト,1987,10,25,村中恭兵_ヤクルト,村中恭兵_1987-10-25,0.0,関東,東海大甲府高,高校,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
44,岩橋慶侍,投手,1991-04-23,28,6,185,84,AB型,左左,京都,800,ヤクルト,1991,4,23,岩橋慶侍_ヤクルト,岩橋慶侍_1991-04-23,0.0,近畿,京産大,大学,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
45,ハフ,投手,1984-08-22,35,2,185,95,不明,左両,アメリカ,7150,ヤクルト,1984,8,22,ハフ_ヤクルト,ハフ_1984-08-22,68.0,アメリカ,カリフォルニア大ロサンゼルス校,大学,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国外,0,セリーグ,ヤクルト
46,太田賢吾,内野手,1997-01-19,22,5,186,85,A型,右左,埼玉,920,ヤクルト,1997,1,19,太田賢吾_ヤクルト,太田賢吾_1997-01-19,90.0,関東,川越工高,高校,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,日ハム,0.0,0.0,国内,0,セリーグ,日ハム
47,高橋奎二,投手,1997-05-14,22,4,178,73,O型,左左,京都,700,ヤクルト,1997,5,14,高橋奎二_ヤクルト,高橋奎二_1997-05-14,20.0,近畿,龍谷大平安高,高校,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
48,金久保優斗,投手,1999-11-04,19,2,183,74,O型,右左,千葉,500,ヤクルト,1999,11,4,金久保優斗_ヤクルト,金久保優斗_1999-11-04,0.0,関東,東海大市原望洋高,高校,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
49,渡邉大樹,外野手,1997-06-07,22,4,182,87,O型,右右,千葉,580,ヤクルト,1997,6,7,渡邉大樹_ヤクルト,渡邉大樹_1997-06-07,16.0,関東,専大松戸高,高校,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
50,上田剛史,外野手,1988-10-02,31,13,180,73,B型,右左,岡山,2500,ヤクルト,1988,10,2,上田剛史_ヤクルト,上田剛史_1988-10-02,56.0,中国,関西高,高校,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
51,濱田太貴,外野手,2000-09-04,19,1,177,81,A型,右右,福岡,500,ヤクルト,2000,9,4,濱田太貴_ヤクルト,濱田太貴_2000-09-04,2.0,九州,明豊高,高校,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
52,中村悠平,捕手,1990-06-17,29,11,176,83,A型,右右,福井,9000,ヤクルト,1990,6,17,中村悠平_ヤクルト,中村悠平_1990-06-17,126.0,北信越,福井商高,高校,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
53,五十嵐亮太,投手,1979-05-28,40,19,178,95,A型,右右,北海道,2000,ヤクルト,1979,5,28,五十嵐亮太_ヤクルト,五十嵐亮太_1979-05-28,45.0,北海道,敬愛学園高,高校,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,ソフトバンク,0.0,0.0,国内,0,セリーグ,ソフトバンク
54,中澤雅人,投手,1985-02-16,34,10,179,80,AB型,左左,富山,2100,ヤクルト,1985,2,16,中澤雅人_ヤクルト,中澤雅人_1985-02-16,1.0,北信越,中大,大学,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
55,村上宗隆,内野手,2000-02-02,19,2,188,97,O型,右左,熊本,800,ヤクルト,2000,2,2,村上宗隆_ヤクルト,村上宗隆_2000-02-02,143.0,九州,九州学院高,高校,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
56,鈴木裕太,投手,2000-08-02,19,1,182,93,AB型,右右,新潟,480,ヤクルト,2000,8,2,鈴木裕太_ヤクルト,鈴木裕太_2000-08-02,0.0,北信越,日本文理高,高校,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
57,古賀優大,捕手,1998-08-07,21,3,177,74,B型,右右,福岡,580,ヤクルト,1998,8,7,古賀優大_ヤクルト,古賀優大_1998-08-07,11.0,九州,明徳義塾高,高校,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
58,屋宜照悟,投手,1989-03-29,30,7,178,84,A型,右左,沖縄,700,ヤクルト,1989,3,29,屋宜照悟_ヤクルト,屋宜照悟_1989-03-29,1.0,九州,国士舘大,大学,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,日ハム,0.0,0.0,国内,0,セリーグ,日ハム
59,大村孟,捕手,1991-12-21,27,3,169,78,AB型,右左,福岡,600,ヤクルト,1991,12,21,大村孟_ヤクルト,大村孟_1991-12-21,5.0,九州,福岡教大,大学,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
60,三輪正義,内野手,1984-01-23,35,12,168,70,A型,右左,山口,1350,ヤクルト,1984,1,23,三輪正義_ヤクルト,三輪正義_1984-01-23,0.0,中国,下関中央工高,高校,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
61,久保拓眞,投手,1996-07-27,23,1,175,75,B型,左左,佐賀,600,ヤクルト,1996,7,27,久保拓眞_ヤクルト,久保拓眞_1996-07-27,16.0,九州,九州共立大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
62,田川賢吾,投手,1994-05-22,25,7,189,79,O型,右左,大阪,500,ヤクルト,1994,5,22,田川賢吾_ヤクルト,田川賢吾_1994-05-22,4.0,近畿,高知中央高,高校,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
63,井野卓,捕手,1983-11-23,35,14,178,83,B型,右右,群馬,1600,ヤクルト,1983,11,23,井野卓_ヤクルト,井野卓_1983-11-23,7.0,関東,東北福祉大,大学,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
64,風張蓮,投手,1993-02-26,26,5,182,88,AB型,右右,岩手,1800,ヤクルト,1993,2,26,風張蓮_ヤクルト,風張蓮_1993-02-26,14.0,東北,東農大北海道オホーツク,大学,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
65,田代将太郎,外野手,1989-12-13,29,8,178,74,A型,左左,北海道,900,ヤクルト,1989,12,13,田代将太郎_ヤクルト,田代将太郎_1989-12-13,51.0,北海道,八戸大,大学,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,西武,0.0,0.0,国内,0,セリーグ,西武
66,吉田大成,内野手,1995-03-07,24,1,175,80,B型,右左,千葉,700,ヤクルト,1995,3,7,吉田大成_ヤクルト,吉田大成_1995-03-07,13.0,関東,明大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
67,平井諒,投手,1991-04-23,28,10,184,78,O型,右右,和歌山,810,ヤクルト,1991,4,23,平井諒_ヤクルト,平井諒_1991-04-23,20.0,近畿,帝京五高,高校,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
68,山中浩史,投手,1985-09-09,34,7,175,82,O型,右右,熊本,2600,ヤクルト,1985,9,9,山中浩史_ヤクルト,山中浩史_1985-09-09,4.0,九州,九州東海大,大学,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
69,山川晃司,捕手,1996-11-15,22,5,184,87,A型,右右,福岡,550,ヤクルト,1996,11,15,山川晃司_ヤクルト,山川晃司_1996-11-15,0.0,九州,福岡工大城東高,高校,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
70,スアレス,投手,1989-10-08,30,1,190,106,不明,右右,ベネズエラ,4950,ヤクルト,1989,10,8,スアレス_ヤクルト,スアレス_1989-10-08,4.0,ベネズエラ,ヘススデナザレ高,高校,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国外,0,セリーグ,ヤクルト
90,沼田拓巳,投手,1994-03-04,25,2,184,87,B型,右右,愛知,580,ヤクルト,1994,3,4,沼田拓巳_ヤクルト,沼田拓巳_1994-03-04,0.0,東海,大垣日大高,高校,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ヤクルト,0.0,0.0,国内,0,セリーグ,ヤクルト
117,松本友,内野手,1995-02-05,24,1,179,86,O型,右左,福岡,280,ヤクルト,1995,2,5,松本友_ヤクルト,松本友_1995-02-05,0.0,九州,明治学院大,大学,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,育成,セリーグ,ヤクルト
118,内山太嗣,捕手,1996-04-21,23,1,171,77,AB型,右右,青森,280,ヤクルト,1996,4,21,内山太嗣_ヤクルト,内山太嗣_1996-04-21,0.0,東北,八戸工大一高,高校,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ヤクルト,0.0,0.0,国内,育成,セリーグ,ヤクルト
119,ジュリアス,投手,1997-05-25,22,4,183,76,B型,左左,沖縄,400,ヤクルト,1997,5,25,ジュリアス_ヤクルト,ジュリアス_1997-05-25,0.0,九州,高知中央高,高校,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ヤクルト,0.0,0.0,国内,育成,セリーグ,ヤクルト
